# BEAST v1.10.5 Prerelease #23570d1
# Generated Tue Sep 13 12:56:02 CEST 2022 [seed=1663066532401]
# O-BA1_DTA.xml
state	joint	prior	likelihood	location.clock.rate	location.meanRate	location.rates.NYC_counties.other	location.rates.other.NYC_counties	location.indicators.NYC_counties.other	location.indicators.other.NYC_counties	location.nonZeroRates	location.branchRates	location.treeLikelihood
28000	-13820.94391375162	-1066.563415238542	-12754.380498513077	0.4340551697566123	0.4340551697566021	0.8482112099123864	2.6695993071626396	1.0	1.0	2.0	0.0	-12754.380498513077
29000	-13818.604214250105	-1072.1937057542184	-12746.410508495886	0.4371796823178515	0.4371796823178527	0.35592872287512045	1.1215454012361523	1.0	1.0	2.0	0.0	-12746.410508495886
30000	-13818.924692685265	-1065.9225039317325	-12753.002188753531	0.43478257320395663	0.43478257320395214	0.26112313760328787	0.8300102823071629	1.0	1.0	2.0	0.0	-12753.002188753531
31000	-13820.72284602755	-1017.1764068096362	-12803.546439217913	0.41452180280970213	0.414521802809702	0.45562035727887884	1.6298786846638194	1.0	1.0	2.0	0.0	-12803.546439217913
32000	-13818.309823021966	-1059.4540944253074	-12758.855728596658	0.4321395646033242	0.43213956460332803	0.25265072797316096	0.8586308843683856	1.0	1.0	2.0	0.0	-12758.855728596658
33000	-13824.542846907972	-1073.6620709626495	-12750.880775945323	0.4355896195528308	0.435589619552829	1.432749481098044	5.416664552744896	1.0	1.0	2.0	0.0	-12750.880775945323
34000	-13819.956069763391	-1084.3496641449763	-12735.606405618415	0.44199065422809647	0.4419906542280913	0.43112690108023527	1.3914985736560446	1.0	1.0	2.0	0.0	-12735.606405618415
35000	-13819.111394890595	-1048.4334477398095	-12770.677947150785	0.4275888869454061	0.4275888869454038	0.2761459552753295	0.9863976517797013	1.0	1.0	2.0	0.0	-12770.677947150785
36000	-13820.220711512122	-1026.2709569769256	-12793.949754535197	0.41829540837668744	0.4182954083766843	0.4357933178454839	1.4799165220931987	1.0	1.0	2.0	0.0	-12793.949754535197
37000	-13819.994346734326	-1037.461625060424	-12782.532721673902	0.42295346922823646	0.42295346922822774	0.3280409268535039	1.3426836696637188	1.0	1.0	2.0	0.0	-12782.532721673902
38000	-13817.552550954042	-1078.8464539659005	-12738.706096988142	0.44034589696164406	0.44034589696163834	0.0830951220017784	0.2741484311252907	1.0	1.0	2.0	0.0	-12738.706096988142
39000	-13820.469879035083	-1052.5826762108031	-12767.88720282428	0.428503916225071	0.42850391622507494	0.665641953999287	2.4997297313838476	1.0	1.0	2.0	0.0	-12767.88720282428
40000	-13819.178664487605	-1076.7991650991937	-12742.379499388411	0.43932663238417696	0.43932663238417347	0.16948104776821254	0.6427401732622173	1.0	1.0	2.0	0.0	-12742.379499388411
41000	-13819.777784756183	-1047.9518784359623	-12771.82590632022	0.4266843869936675	0.42668438699366185	0.6762527242503199	2.325274681504099	1.0	1.0	2.0	0.0	-12771.82590632022
42000	-13822.119316199047	-1114.8508572854612	-12707.268458913586	0.4546539411786265	0.4546539411786275	0.276495926359425	0.9595726845126107	1.0	1.0	2.0	0.0	-12707.268458913586
43000	-13818.960182919433	-1076.7341503076427	-12742.22603261179	0.43881248963824127	0.4388124896382414	0.4564020342385775	1.55301173146653	1.0	1.0	2.0	0.0	-12742.22603261179
44000	-13820.282456407003	-1052.7774564151607	-12767.504999991843	0.42906374586158236	0.4290637458615831	0.48592055081783536	1.4998485579530858	1.0	1.0	2.0	0.0	-12767.504999991843
45000	-13821.281055638567	-1031.2226959593693	-12790.058359679197	0.4199013440782172	0.41990134407821733	0.6784180018551206	2.246412457977674	1.0	1.0	2.0	0.0	-12790.058359679197
46000	-13821.27867243776	-1047.844993352484	-12773.433679085276	0.4265141396261997	0.4265141396261994	0.6756725611276017	2.636928376075174	1.0	1.0	2.0	0.0	-12773.433679085276
47000	-13821.847535595884	-1041.7080187422343	-12780.13951685365	0.4236520681308315	0.4236520681308298	0.843788494225196	3.358257653090199	1.0	1.0	2.0	0.0	-12780.13951685365
48000	-13817.37102386665	-1050.064833270813	-12767.306190595837	0.42851411585048366	0.42851411585047766	0.14281171509643575	0.4796769236383362	1.0	1.0	2.0	0.0	-12767.306190595837
49000	-13821.122050968559	-1003.0148454825595	-12818.107205486	0.40873885424326367	0.4087388542432575	0.42577404236618294	1.6955941015452196	1.0	1.0	2.0	0.0	-12818.107205486
50000	-13823.318588092145	-1125.4307252554918	-12697.887862836653	0.45807886501698336	0.45807886501697886	0.8483472208692496	2.5596364405681578	1.0	1.0	2.0	0.0	-12697.887862836653
51000	-13821.443272284889	-1020.0777094042149	-12801.365562880674	0.4155245297929792	0.4155245297929751	0.49485277707027026	2.030213513447585	1.0	1.0	2.0	0.0	-12801.365562880674
52000	-13820.772979801968	-1014.0524043703467	-12806.720575431622	0.4131218804589733	0.4131218804589709	0.4715388470010602	1.9268287087146756	1.0	1.0	2.0	0.0	-12806.720575431622
53000	-13828.079865977781	-1093.5272203874054	-12734.552645590376	0.44243534221293584	0.44243534221293185	2.2016016431117182	7.706886005686326	1.0	1.0	2.0	0.0	-12734.552645590376
54000	-13818.63949229399	-1052.6831236949893	-12765.956368599002	0.42926295646958285	0.42926295646957835	0.29051709095671785	1.1118570963118437	1.0	1.0	2.0	0.0	-12765.956368599002
55000	-13817.430479361914	-1071.8984066516255	-12745.532072710288	0.4375051888922161	0.4375051888922065	0.08667127346810002	0.29639194102945005	1.0	1.0	2.0	0.0	-12745.532072710288
56000	-13820.48731275013	-1094.5388030322383	-12725.948509717891	0.4460212170992341	0.44602121709922965	0.5374119669968513	1.579474280764248	1.0	1.0	2.0	0.0	-12725.948509717891
57000	-13818.05824751658	-1048.9886062793562	-12769.069641237224	0.42817670931238144	0.4281767093123805	0.0810932050850661	0.29350251265513494	1.0	1.0	2.0	0.0	-12769.069641237224
58000	-13819.680236945107	-1075.482870031019	-12744.197366914088	0.43853850577713316	0.4385385057771291	0.29979945191073076	1.1309577128330632	1.0	1.0	2.0	0.0	-12744.197366914088
59000	-13819.114386847592	-1026.8490055515924	-12792.265381296	0.41855916061898024	0.41855916061896975	0.3992443445895215	1.4469942206776687	1.0	1.0	2.0	0.0	-12792.265381296
60000	-13818.698364520913	-1018.4100012912082	-12800.288363229705	0.4155516671294517	0.4155516671294483	0.16959041870525965	0.6211445394605662	1.0	1.0	2.0	0.0	-12800.288363229705
61000	-13820.677167026335	-1028.7002372987486	-12791.976929727587	0.41917226580004013	0.4191722658000338	0.49572400941320727	1.6965550341597477	1.0	1.0	2.0	0.0	-12791.976929727587
62000	-13823.006401601686	-1081.0333019230955	-12741.973099678591	0.4405275021582935	0.4405275021582906	0.5667376824395761	1.5315183410246744	1.0	1.0	2.0	0.0	-12741.973099678591
63000	-13820.083045264419	-1052.2290891325117	-12767.853956131907	0.428424739447956	0.4284247394479478	0.689055091618091	2.317108716856554	1.0	1.0	2.0	0.0	-12767.853956131907
64000	-13818.42318127203	-1074.8414263013394	-12743.58175497069	0.4382996107087243	0.43829961070871754	0.3199867180210972	1.0558084243859323	1.0	1.0	2.0	0.0	-12743.58175497069
65000	-13818.854937012757	-1068.5709092772795	-12750.284027735477	0.43603150320528733	0.43603150320528694	0.1439129301577586	0.529522551800749	1.0	1.0	2.0	0.0	-12750.284027735477
66000	-13820.032769903639	-1067.861745902091	-12752.171024001547	0.43498757567412666	0.4349875756741171	0.5621316524134924	1.9649656526651762	1.0	1.0	2.0	0.0	-12752.171024001547
67000	-13821.552896396286	-1089.8921272530015	-12731.660769143284	0.44387268886784537	0.4438726888678405	0.6582506805324397	2.0865095176471105	1.0	1.0	2.0	0.0	-12731.660769143284
68000	-13822.096250953779	-1015.893434211414	-12806.202816742365	0.4138717479456977	0.4138717479456925	0.5560263322767494	1.8424126866645072	1.0	1.0	2.0	0.0	-12806.202816742365
69000	-13823.26703326429	-1019.9775111036258	-12803.289522160665	0.4145524391320516	0.41455243913204176	1.0795569873300535	3.731832893461436	1.0	1.0	2.0	0.0	-12803.289522160665
70000	-13822.871917531302	-1088.0667810206578	-12734.805136510644	0.4431459091574382	0.4431459091574324	0.7144831127321444	1.9891482322364111	1.0	1.0	2.0	0.0	-12734.805136510644
71000	-13819.948949022297	-1075.2356412500653	-12744.713307772232	0.43799784672180136	0.43799784672180003	0.6028587544664331	1.9079749550471963	1.0	1.0	2.0	0.0	-12744.713307772232
72000	-13818.449692573555	-1070.44518965455	-12748.004502919004	0.43664893980729075	0.4366489398072851	0.2201839766711323	0.8117363644557564	1.0	1.0	2.0	0.0	-12748.004502919004
73000	-13820.383001673308	-1035.3525343327744	-12785.030467340534	0.42164417409144395	0.4216441740914357	0.641030901120191	2.1349483684315658	1.0	1.0	2.0	0.0	-12785.030467340534
74000	-13819.226935523111	-1069.7594312021783	-12749.467504320934	0.4363200621113041	0.4363200621112981	0.2473025138990381	0.9062479537331134	1.0	1.0	2.0	0.0	-12749.467504320934
75000	-13818.232191401325	-1088.0316326604843	-12730.20055874084	0.4439339915101651	0.4439339915101611	0.1775955535299721	0.5561743879720804	1.0	1.0	2.0	0.0	-12730.20055874084
76000	-13817.955969476046	-1030.621261349053	-12787.334708126993	0.4206233121875628	0.4206233121875581	0.12448336528100909	0.42646238552121674	1.0	1.0	2.0	0.0	-12787.334708126993
77000	-13822.65914687715	-1076.7060886104923	-12745.953058266658	0.43753683481367667	0.43753683481367095	1.146324235235699	3.9667308800239214	1.0	1.0	2.0	0.0	-12745.953058266658
78000	-13821.258367508533	-1018.5996526757717	-12802.658714832762	0.4148404054291059	0.4148404054291015	0.5327802544530407	2.193782005795147	1.0	1.0	2.0	0.0	-12802.658714832762
79000	-13819.468106382996	-1095.0288046001388	-12724.439301782857	0.4467625655981224	0.446762565598124	0.17236750640142667	0.6145424888773139	1.0	1.0	2.0	0.0	-12724.439301782857
80000	-13823.09383467608	-1053.8697888693853	-12769.224045806694	0.4282446616880159	0.4282446616880169	1.2294436005547502	3.8595113947721638	1.0	1.0	2.0	0.0	-12769.224045806694
81000	-13818.313126852157	-1031.0420703015334	-12787.271056550624	0.4209475405586457	0.4209475405586426	0.04133798908557379	0.1344282839231478	1.0	1.0	2.0	0.0	-12787.271056550624
82000	-13819.074893468412	-1074.1314941095593	-12744.943399358854	0.43798469284937586	0.43798469284936864	0.3067746516914746	1.1322043757158458	1.0	1.0	2.0	0.0	-12744.943399358854
83000	-13819.168453254155	-1075.1755865316647	-12743.99286672249	0.4381779031039294	0.4381779031039251	0.44620791790530195	1.5625367851134107	1.0	1.0	2.0	0.0	-12743.99286672249
84000	-13820.933215769817	-1040.8783010857644	-12780.054914684053	0.4237390064682661	0.42373900646826385	0.6792010785514274	2.479692417509835	1.0	1.0	2.0	0.0	-12780.054914684053
85000	-13820.464645580856	-1103.0731105444197	-12717.391535036437	0.44973588063509645	0.4497358806350946	0.387393048269016	1.1444795910775236	1.0	1.0	2.0	0.0	-12717.391535036437
86000	-13822.35254804209	-1056.5895491662322	-12765.762998875858	0.42923068551470356	0.42923068551470345	1.154097694011038	4.233927177124218	1.0	1.0	2.0	0.0	-12765.762998875858
87000	-13817.89776884588	-1031.4786826114614	-12786.419086234419	0.42109949412324693	0.42109949412324643	0.051439756218236335	0.18788928188960974	1.0	1.0	2.0	0.0	-12786.419086234419
88000	-13818.414157105835	-1086.1517882910866	-12732.262368814749	0.4430502834386804	0.44305028343867187	0.2332017202475935	0.7901946072191808	1.0	1.0	2.0	0.0	-12732.262368814749
89000	-13818.046456940276	-1079.4352259739353	-12738.61123096634	0.4405303564487758	0.4405303564487722	0.1171758743212856	0.3759970003701038	1.0	1.0	2.0	0.0	-12738.61123096634
90000	-13820.780189114987	-1080.9397946740582	-12739.840394440927	0.4400038243109116	0.440003824310906	0.7734766389463605	2.516886282570727	1.0	1.0	2.0	0.0	-12739.840394440927
91000	-13821.06473025873	-1067.7876782973983	-12753.277051961331	0.434426982471491	0.43442698247148903	0.8208427804101571	3.0084353496474137	1.0	1.0	2.0	0.0	-12753.277051961331
92000	-13824.138127316146	-1052.9353335501598	-12771.202793765986	0.4270508767763699	0.4270508767763696	1.631335863517173	5.45391165160608	1.0	1.0	2.0	0.0	-12771.202793765986
93000	-13819.56919950782	-1076.3067829360482	-12743.262416571772	0.4384174616997007	0.43841746169969736	0.596796911868403	1.9550334686496385	1.0	1.0	2.0	0.0	-12743.262416571772
94000	-13822.075207872342	-1017.4764719549024	-12804.59873591744	0.4142418957768745	0.4142418957768742	0.6450395808035916	2.427708227635847	1.0	1.0	2.0	0.0	-12804.59873591744
95000	-13824.895704034318	-1047.6115939707906	-12777.284110063527	0.42700983270465553	0.4270098327046541	0.49084485621767443	1.3714265471418858	1.0	1.0	2.0	0.0	-12777.284110063527
96000	-13822.824624889738	-1089.8190706816836	-12733.005554208054	0.4431166332476997	0.44311663324769623	1.090315229125822	3.4374770834764754	1.0	1.0	2.0	0.0	-12733.005554208054
97000	-13821.188981024747	-1074.4477953612761	-12746.74118566347	0.43699926898735336	0.43699926898735025	0.9446512953851237	3.229823494278469	1.0	1.0	2.0	0.0	-12746.74118566347
98000	-13820.295445067262	-1072.6962269236008	-12747.599218143661	0.4374158824247371	0.43741588242473234	0.2853358115529727	1.1147931502882842	1.0	1.0	2.0	0.0	-12747.599218143661
99000	-13820.385769383594	-1099.6125753429694	-12720.773194040625	0.44794324855764855	0.4479432485576425	0.5853575040743272	1.8868015581235833	1.0	1.0	2.0	0.0	-12720.773194040625
100000	-13818.97307009732	-1077.298647547046	-12741.674422550273	0.43908610325261244	0.43908610325260267	0.445026715890972	1.4571697547636255	1.0	1.0	2.0	0.0	-12741.674422550273
101000	-13816.804516548882	-1063.7028113408212	-12753.10170520806	0.4342499255166695	0.43424992551666014	0.04034769729231619	0.13873598349065702	1.0	1.0	2.0	0.0	-12753.10170520806
102000	-13817.542168970338	-1031.8635351186372	-12785.678633851701	0.4211336246297052	0.4211336246297046	0.1141026059919805	0.42628775892936654	1.0	1.0	2.0	0.0	-12785.678633851701
103000	-13821.682395562284	-1065.9328837900541	-12755.74951177223	0.4341246768612067	0.4341246768612081	0.6891165737683868	2.027523416727387	1.0	1.0	2.0	0.0	-12755.74951177223
104000	-13819.062852035195	-1060.164823273933	-12758.898028761261	0.43248764854300725	0.43248764854300176	0.23875467910504383	0.7287123877858573	1.0	1.0	2.0	0.0	-12758.898028761261
105000	-13819.001250177573	-1069.2230949696207	-12749.778155207952	0.43574070973124895	0.4357407097312458	0.4474676856868775	1.5920464737861921	1.0	1.0	2.0	0.0	-12749.778155207952
106000	-13820.434479270047	-1095.982501013616	-12724.451978256431	0.44680882493848584	0.4468088249384826	0.3638284414555936	1.2632133756045334	1.0	1.0	2.0	0.0	-12724.451978256431
107000	-13817.071882967255	-1043.2759850143007	-12773.795897952954	0.4258545809418213	0.42585458094182116	0.0792177757577906	0.28359729016534246	1.0	1.0	2.0	0.0	-12773.795897952954
108000	-13821.168728841343	-1059.791598186615	-12761.377130654728	0.43105733850247135	0.43105733850246863	0.9309873803198745	3.1746568198384666	1.0	1.0	2.0	0.0	-12761.377130654728
109000	-13820.390404127622	-1073.5887835185924	-12746.801620609029	0.4368651751399543	0.43686517513994877	0.840128074254983	2.8045325971124138	1.0	1.0	2.0	0.0	-12746.801620609029
110000	-13822.635227657873	-1075.5502725647646	-12747.084955093109	0.43677293381459914	0.43677293381459636	1.3404926002792599	4.492107761024007	1.0	1.0	2.0	0.0	-12747.084955093109
111000	-13821.765988201216	-1071.4587685972976	-12750.307219603917	0.43643249200192674	0.43643249200192824	0.6485772258478743	1.9282973309732405	1.0	1.0	2.0	0.0	-12750.307219603917
112000	-13823.509941111415	-1026.3457883276878	-12797.164152783727	0.41734519687944943	0.4173451968794461	0.9987046332426746	3.324636594968357	1.0	1.0	2.0	0.0	-12797.164152783727
113000	-13817.315915862366	-1047.2607571350236	-12770.055158727342	0.42753622859454177	0.4275362285945368	0.048477879721134785	0.17065164556051707	1.0	1.0	2.0	0.0	-12770.055158727342
114000	-13819.180370423863	-1058.9914601870773	-12760.188910236786	0.4316538831950075	0.4316538831950092	0.41659712168563007	1.4243949156714097	1.0	1.0	2.0	0.0	-12760.188910236786
115000	-13818.23673547849	-1056.6527176524091	-12761.58401782608	0.4311986600509022	0.43119866005089413	0.13208040594565226	0.4877394963340982	1.0	1.0	2.0	0.0	-12761.58401782608
116000	-13819.011919170032	-1063.324244585166	-12755.687674584866	0.43359026103955567	0.433590261039553	0.294995519712684	1.1249897973379965	1.0	1.0	2.0	0.0	-12755.687674584866
117000	-13818.814333730028	-1052.1419987552088	-12766.672334974819	0.4292159530077841	0.4292159530077786	0.2346041080860617	0.7420386658502921	1.0	1.0	2.0	0.0	-12766.672334974819
118000	-13820.649599108046	-1067.8313534237732	-12752.818245684273	0.43480466840783805	0.4348046684078322	0.6852826634432586	2.2604568387217028	1.0	1.0	2.0	0.0	-12752.818245684273
119000	-13820.073058074879	-1096.4533652233376	-12723.619692851542	0.44697951425662735	0.4469795142566235	0.38494252463825523	1.2939289801523313	1.0	1.0	2.0	0.0	-12723.619692851542
120000	-13820.398551362656	-1068.3235604251197	-12752.074990937535	0.4354236767989172	0.43542367679891786	0.4420462698269184	1.4762440035752338	1.0	1.0	2.0	0.0	-12752.074990937535
121000	-13818.034243793547	-1059.920245500147	-12758.1139982934	0.4325620882330399	0.4325620882330396	0.11856511912842356	0.42157534967507315	1.0	1.0	2.0	0.0	-12758.1139982934
122000	-13817.547834444964	-1059.9815130888062	-12757.566321356158	0.4326513719137742	0.43265137191376224	0.09096449147018087	0.29125288663132565	1.0	1.0	2.0	0.0	-12757.566321356158
123000	-13818.637207749765	-1095.4460043532915	-12723.191203396475	0.44716075057717547	0.4471607505771761	0.053925739626058206	0.17265804115602967	1.0	1.0	2.0	0.0	-12723.191203396475
124000	-13820.391131421777	-1054.6681554172728	-12765.722976004505	0.42953689412351853	0.42953689412351376	0.5670825650049703	2.1478063617477425	1.0	1.0	2.0	0.0	-12765.722976004505
125000	-13822.266101623949	-1057.0780377437238	-12765.188063880225	0.42961213910822965	0.42961213910822826	1.1693548332903625	3.7706900064173774	1.0	1.0	2.0	0.0	-12765.188063880225
126000	-13821.79502298586	-1047.1991005771827	-12774.595922408676	0.4259537904433063	0.42595379044330317	0.8787005236185494	3.163669815518492	1.0	1.0	2.0	0.0	-12774.595922408676
127000	-13818.741026897109	-1022.4734578960336	-12796.267569001075	0.4172536113682225	0.4172536113682183	0.14388386427618371	0.5319724688787122	1.0	1.0	2.0	0.0	-12796.267569001075
128000	-13819.16205987702	-1054.35103353024	-12764.81102634678	0.43008675133119345	0.4300867513311856	0.21768888626819877	0.8301792370398751	1.0	1.0	2.0	0.0	-12764.81102634678
129000	-13818.7102819263	-1093.544989674972	-12725.165292251328	0.44611862941043007	0.44611862941042624	0.2131374694140987	0.6707924209378093	1.0	1.0	2.0	0.0	-12725.165292251328
130000	-13821.91904508903	-1103.6027163157257	-12718.316328773304	0.4496674489769434	0.4496674489769364	0.48548096701560145	1.7439935777119655	1.0	1.0	2.0	0.0	-12718.316328773304
131000	-13818.325968289118	-1028.3624820106008	-12789.963486278517	0.4198087859307774	0.4198087859307707	0.06654891765619277	0.22530030984236493	1.0	1.0	2.0	0.0	-12789.963486278517
132000	-13818.62701798979	-1060.4899890117047	-12758.137028978084	0.432628260105292	0.43262826010529015	0.21058723006041138	0.7368453628058718	1.0	1.0	2.0	0.0	-12758.137028978084
133000	-13818.155280357965	-1065.0087045500877	-12753.146575807878	0.4345722018410472	0.43457220184104545	0.15932005319431172	0.5344727394811228	1.0	1.0	2.0	0.0	-12753.146575807878
134000	-13818.661778793208	-1045.942756317853	-12772.719022475356	0.42666606116728606	0.42666606116727984	0.24557615842322492	0.7918191720909759	1.0	1.0	2.0	0.0	-12772.719022475356
135000	-13822.407013732976	-1089.8387698857787	-12732.568243847198	0.44290211268801444	0.442902112688011	1.1861275727989071	3.888004277420057	1.0	1.0	2.0	0.0	-12732.568243847198
136000	-13820.682430469235	-1011.9144280687958	-12808.768002400438	0.41259980415009323	0.4125998041500894	0.2973927797521295	1.2447202464073144	1.0	1.0	2.0	0.0	-12808.768002400438
137000	-13818.253385597814	-1046.1100024530624	-12772.143383144752	0.42671558679605703	0.4267155867960504	0.24070537072380893	0.8423503025634587	1.0	1.0	2.0	0.0	-12772.143383144752
138000	-13819.0956768625	-1019.250814655022	-12799.844862207477	0.4156417327709221	0.4156417327709232	0.2882330934191889	1.1222005816396627	1.0	1.0	2.0	0.0	-12799.844862207477
139000	-13821.120074429582	-1033.647972803989	-12787.472101625593	0.4205710526350916	0.4205710526350917	0.8324493358991629	2.8735063528177256	1.0	1.0	2.0	0.0	-12787.472101625593
140000	-13822.78788001308	-1120.2699429414317	-12702.517937071649	0.4560972468560635	0.45609724685605585	0.7370053941875112	2.374929075672444	1.0	1.0	2.0	0.0	-12702.517937071649
141000	-13818.859442545643	-1093.5215105529087	-12725.337931992735	0.4460741125160672	0.44607411251606394	0.23764942004873021	0.7320883906687756	1.0	1.0	2.0	0.0	-12725.337931992735
142000	-13818.633103286202	-1048.036189180263	-12770.59691410594	0.42739853266266936	0.42739853266266054	0.3038532800034415	1.0287525494288954	1.0	1.0	2.0	0.0	-12770.59691410594
143000	-13821.244163389701	-1088.7347811224347	-12732.509382267266	0.4429664243110851	0.4429664243110836	0.9141359939933079	2.898124336502011	1.0	1.0	2.0	0.0	-12732.509382267266
144000	-13819.443915505215	-1020.4814417308601	-12798.962473774354	0.41595618292106806	0.4159561829210674	0.392294448801049	1.4767791578756095	1.0	1.0	2.0	0.0	-12798.962473774354
145000	-13820.272650514238	-1107.0816486116585	-12713.19100190258	0.45162206143083994	0.45162206143084066	0.20436048894564252	0.7055797686478209	1.0	1.0	2.0	0.0	-12713.19100190258
146000	-13819.558075535913	-1035.0138016743917	-12784.544273861522	0.4218432330176429	0.4218432330176442	0.3904477678112189	1.5581049409370036	1.0	1.0	2.0	0.0	-12784.544273861522
147000	-13821.543931373275	-1057.327464232509	-12764.216467140766	0.4300339506508317	0.4300339506508303	0.8565217904997313	3.2974026191182437	1.0	1.0	2.0	0.0	-12764.216467140766
148000	-13820.953888335545	-1064.6017788210522	-12756.352109514493	0.43380475293029586	0.4338047529302901	0.5405960555595613	1.6303483473157665	1.0	1.0	2.0	0.0	-12756.352109514493
